# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_5d_sporadic_parabolic,5,17210368,17098506,15,3.4777210543,1.5582836792E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16585405,11,3.2755298328,2.5151912574E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16789822,12,3.0561081342,2.9095713705E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16706772,12,3.1444468202,2.5429923347E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,17095800,13,3.1522041494,2.7168860237E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16597211,11,3.7278810254,2.8719484567E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,17160562,17,2.9285457752,2.3673924402E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,17056423,12,3.3160488930,2.6958964162E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,17053054,12,2.9854912762,1.9407921514E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,17092399,13,3.0017422456,2.7714170524E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16804719,13,3.2499009384,2.4030345582E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16746745,12,3.2070360451,2.6746329486E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16567096,11,3.5306534837,3.1935554481E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16472104,13,3.2654028224,2.1800636292E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16613066,10,3.4978182845,3.1769343689E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,17114898,15,3.0833421199,2.5276949077E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16875472,13,3.1589318608,3.4243677459E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,17101653,14,3.5694983538,2.7870650926E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16645341,12,3.2165526620,2.7468399274E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16883510,14,3.0107445594,2.1981889455E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16856719,13,3.1604206097,2.7594772452E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16511874,14,3.1941224275,2.3532752876E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16486797,13,3.2851445786,2.0198194990E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16749931,12,3.2589637005,2.9224841190E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16558879,13,3.4230412156,2.0664448752E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16544219,14,3.0095517036,2.7151855050E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16930997,14,3.2482426214,2.1957651018E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16769530,13,3.2599267877,2.0705044224E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,17136864,12,3.1809165642,3.7754937055E-02,6.0000000000,1.5659513934E-04
avrami_5d_sporadic_parabolic,5,17210368,16354354,13,3.3505358189,3.5339995350E-02,6.0000000000,1.5659513934E-04
